,Şəhər,Qiymət,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb,Sahiblər,Qəzalı
5587,Bakı,17 500 USD,Land Rover,Range Rover,2003,Offroader / SUV,Gümüşü,3.0 L/177 a.g./Dizel,370 000 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,,
5589,Bakı,16 700 AZN,Mercedes,E 220,2004,Sedan,Gümüşü,2.2 L/150 a.g./Dizel,375 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
5592,Bakı,16 800 USD,BMW,528,2012,Sedan,Boz,2.0 L/245 a.g./Benzin,113 200 km,Avtomat,Arxa,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",Amerika,1,
5593,Xırdalan,34 900 AZN,Haima,8S,2022,Offroader / SUV,Qara,1.6 L/195 a.g./Benzin,17 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5594,Xırdalan,19 900 AZN,Mitsubishi,L200,2007,Pikap,Ağ,2.5 L/178 a.g./Dizel,388 000 km,Mexaniki,Tam,Xeyr,,"Vuruğu yoxdur, rənglənib",Rəsmi diler,,
5595,Bakı,11 900 AZN,LADA (VAZ),Niva,2015,Offroader / SUV,Ağ,1.7 L/80 a.g./Benzin,84 000 km,Mexaniki,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rusiya,,
5596,Xırdalan,18 900 AZN,LADA (VAZ),Niva,2021,Offroader / SUV,Yaş Asfalt,1.7 L/83 a.g./Benzin,39 000 km,Mexaniki,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rusiya,,
5597,Xırdalan,23 800 USD,Audi,A7,2012,Liftbek,Qara,3.0 L/303 a.g./Benzin,218 000 km,Avtomat,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5598,Bakı,12 400 USD,Toyota,Prius,2009,Liftbek,Qara,1.8 L/99 a.g./Hibrid,259 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,1,
5599,Xırdalan,21 900 USD,BMW,428,2014,Kupe,Ağ,2.0 L/245 a.g./Benzin,127 000 km,Avtomat,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Amerika,,
5600,Bakı,16 700 AZN,Chevrolet,Cruze,2017,Sedan,Qara,1.4 L/140 a.g./Benzin,140 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Amerika,,
5601,Bakı,35 500 AZN,JAC,JS8,2022,Offroader / SUV,Göy,1.5 L/180 a.g./Benzin,7 000 km,Avtomat,Ön,Xeyr,6,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1,
5602,Bakı,18 200 AZN,Hyundai,Tucson,2006,Offroader / SUV,Gümüşü,2.0 L/140 a.g./Dizel,245 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
5603,Xırdalan,21 900 AZN,Mitsubishi,Attrage,2021,Sedan,Tünd qırmızı,1.2 L/78 a.g./Benzin,13 900 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5604,Xırdalan,34 900 AZN,Hyundai,Grandeur,2015,Sedan,Qara,3.0 L/250 a.g./Benzin,249 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5605,Bakı,27 800 AZN,Hyundai,Elantra,2018,Sedan,Boz,1.6 L/204 a.g./Benzin,62 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Amerika,1,
5606,Xırdalan,24 900 AZN,Kia,Sorento,2012,Offroader / SUV,Yaşıl,2.4 L/175 a.g./Benzin,159 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Amerika,,
5607,Bakı,16 900 AZN,Kia,Sportage,2005,Offroader / SUV,Tünd qırmızı,2.7 L/175 a.g./Benzin,202 000 km,Avtomat,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5608,Xırdalan,15 500 AZN,Hyundai,i20,2009,Hetçbek,Gümüşü,1.4 L/100 a.g./Benzin,198 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5609,Bakı,23 950 USD,BMW,328,2013,Sedan,Mavi,2.0 L/245 a.g./Benzin,66 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,1,
5610,Xırdalan,13 900 AZN,Mitsubishi,Pajero,2003,Offroader / SUV,Qara,3.0 L/180 a.g./Benzin,288 000 km,Avtomat,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5611,Bakı,24 500 AZN,Hyundai,i40,2013,Sedan,Ağ,1.7 L/136 a.g./Dizel,165 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Koreya,1,
5612,Bakı,25 000 USD,Hyundai,Grandeur,2018,Sedan,Ağ,2.4 L/180 a.g./Benzin,133 900 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
5613,Bakı,26 900 AZN,Mitsubishi,L200,2011,Pikap,Ağ,2.5 L/178 a.g./Dizel,198 000 km,Mexaniki,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5614,Bakı,23 900 AZN,Kia,Rio,2020,Sedan,Yaş Asfalt,1.6 L/123 a.g./Benzin,21 500 km,Avtomat,Ön,Xeyr,5,"Vuruğu var, rənglənib",Amerika,2,
5615,Bakı,115 000 USD,Land Rover,Defender,2022,Offroader / SUV,Qara,2.0 L/300 a.g./Benzin,3 900 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1,
5617,Bakı,54 700 AZN,Jetour,X90 PLUS,2022,Offroader / SUV,Göy,1.6 L/197 a.g./Benzin,0 km,Avtomat,Ön,Bəli,5,"Vuruğu yoxdur, rənglənməyib",,,
5618,Bakı,34 900 AZN,Geely,Emgrand,2023,Sedan,Göy,1.5 L/105 a.g./Benzin,0 km,Avtomat,Ön,Bəli,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5623,Gəncə,19 800 AZN,Mercedes,E 320,2002,Sedan,Gümüşü,3.2 L/224 a.g./Benzin,226 866 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,,
5624,Bakı,163 500 USD,Land Rover,Defender,2023,Offroader / SUV,Qara,3.0 L/400 a.g./Benzin,0 km,Avtomat,Tam,Bəli,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5627,Bakı,16 700 AZN,Hyundai,Tucson,2009,Offroader / SUV,Qara,2.7 L/173 a.g./Benzin,190 730 km,Avtomat,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5628,Bakı,18 500 AZN,Hyundai,i30,2012,Universal,Boz,1.4 L/90 a.g./Dizel,211 000 km,Mexaniki,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
5629,Xırdalan,29 900 AZN,Toyota,Prado,2008,Offroader / SUV,Ağ,2.7 L/167 a.g./Benzin,218 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5630,Xırdalan,19 900 AZN,Mitsubishi,L200,2007,Pikap,Göy,2.5 L/136 a.g./Dizel,388 000 km,Mexaniki,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
5631,Xırdalan,29 900 AZN,Toyota,Prado,2008,Offroader / SUV,Ağ,2.7 L/163 a.g./Benzin,215 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5632,Bakı,17 800 AZN,Ford,Fusion,2015,Sedan,Qara,1.5 L/181 a.g./Benzin,220 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Amerika,0,
5633,Xırdalan,14 900 AZN,Hyundai,Tucson,2006,Offroader / SUV,Qara,2.0 L/140 a.g./Benzin,212 000 km,Avtomat,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5634,Xırdalan,27 900 AZN,BMW,528,2012,Sedan,Gümüşü,2.0 L/245 a.g./Benzin,173 000 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Amerika,,
5635,Bakı,23 900 AZN,Ford,Fusion,2015,Sedan,Qara,2.0 L/245 a.g./Benzin,175 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Amerika,,
5636,Bakı,19 000 AZN,Hyundai,H-1,2008,Minivan,Boz,2.5 L/116 a.g./Dizel,348 519 km,Mexaniki,Arxa,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
5637,Sumqayıt,8 900 AZN,Iran Khodro,Samand,2019,Sedan,Ağ,1.6 L/110 a.g./Benzin,143 000 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
5638,Bakı,30 542 AZN,Mercedes,E 200,2011,Sedan,Ağ,1.8 L/184 a.g./Benzin,178 200 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
5639,Bakı,20 742 AZN,Hyundai,Santa Fe,2009,Offroader / SUV,Gümüşü,2.2 L/150 a.g./Dizel,155 000 km,Mexaniki,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,0,
5640,Sumqayıt,35 900 AZN,Hyundai,Santa Fe,2015,Offroader / SUV,Gümüşü,2.0 L/184 a.g./Dizel,155 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,1,
5641,Bakı,32 000 AZN,Hyundai,Genesis,2013,Sedan,Qara,3.8 L/333 a.g./Benzin,165 000 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5642,Sumqayıt,15 900 AZN,Mercedes,E 280,2001,Sedan,Yaşıl,2.8 L/204 a.g./Benzin,349 000 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,1,
5643,Bakı,12 300 AZN,Opel,Astra,2005,Universal,Qara,1.4 L/90 a.g./Benzin,182 500 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Avropa,,
5644,Sumqayıt,22 900 AZN,Mercedes,E 220,2006,Sedan,Qızılı,2.2 L/150 a.g./Dizel,255 000 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,1,
5645,Bakı,20 900 AZN,Kia,Cerato,2013,Sedan,Yaş Asfalt,1.6 L/130 a.g./Benzin,99 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,1,
5646,Bakı,17 000 AZN,Hyundai,i30,2009,Universal,Boz,1.6 L/116 a.g./Dizel,248 000 km,Mexaniki,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
5647,Sumqayıt,25 300 AZN,Kia,Mohave,2008,Offroader / SUV,Narıncı,3.8 L/274 a.g./Benzin,193 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",,1,
5648,Bakı,56 800 USD,Toyota,Prado,2022,Offroader / SUV,Ağ,2.7 L/163 a.g./Benzin,14 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1,
5649,Bakı,12 000 AZN,Opel,Astra,2005,Universal,Gümüşü,1.4 L/90 a.g./Benzin,200 000 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Avropa,,
5650,Bakı,30 000 AZN,Mazda,CX-9,2014,Offroader / SUV,Yaş Asfalt,3.7 L/277 a.g./Benzin,146 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1,
5651,Sumqayıt,22 900 AZN,Hyundai,Santa Fe,2008,Offroader / SUV,Tünd qırmızı,2.7 L/185 a.g./Benzin,205 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",,1,
5656,Bakı,13 600 AZN,Opel,Astra,2009,Hetçbek,Qara,1.3 L/90 a.g./Dizel,248 000 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,2,
5663,Bakı,37 500 USD,BMW,X5,2014,Offroader / SUV,Qara,3.0 L/306 a.g./Benzin,56 700 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,0,
5664,Şamaxı,5 500 AZN,LADA (VAZ),2107,2005,Sedan,Ağ,1.5 L/65 a.g./Benzin,160 000 km,Mexaniki,Arxa,Xeyr,4,"Vuruğu yoxdur, rənglənib",,2,
5665,Sumqayıt,27 500 AZN,Hyundai,Santa Fe,2012,Offroader / SUV,Ağ,2.4 L/178 a.g./Benzin,172 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",,1,
5666,Bakı,9 600 AZN,Mercedes,C 250,1995,Sedan,Gümüşü,2.5 L/150 a.g./Dizel,518 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,2,
5667,Sumqayıt,32 500 AZN,Hyundai,ix35,2014,Offroader / SUV,Ağ,2.0 L/166 a.g./Benzin,90 000 km,Avtomat,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,1,
5668,Bakı,55 542 AZN,Toyota,Prado,2010,Offroader / SUV,Gümüşü,4.0 L/282 a.g./Benzin,38 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
5669,Gəncə,3 500 AZN,LADA (VAZ),2107,1983,Sedan,Ağ,1.6 L/75 a.g./Benzin,25 031 km,Mexaniki,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rusiya,,
5670,Sumqayıt,30 900 AZN,Kia,Sportage,2015,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,142 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,1,
5671,Bakı,20 800 USD,BMW,528,2012,Sedan,Qara,2.0 L/245 a.g./Benzin,259 510 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,,
5672,Sumqayıt,27 900 AZN,Mercedes,ML 350,2008,Offroader / SUV,Qara,3.5 L/272 a.g./Benzin,265 000 km,Avtomat,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,1,
5673,Bakı,12 200 AZN,Opel,Astra,2005,Hetçbek,Gümüşü,1.4 L/90 a.g./Benzin,185 000 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Avropa,,
5674,Bakı,8 200 AZN,LADA (VAZ),2115,2012,Sedan,Ağ,1.6 L/80 a.g./Benzin,222 000 km,Mexaniki,Ön,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",Rusiya,2,
5675,Sumqayıt,32 800 AZN,Kia,Sportage,2015,Offroader / SUV,Qara,2.0 L/184 a.g./Dizel,105 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,1,
5676,Sumqayıt,28 800 AZN,Mercedes,ML 350,2009,Offroader / SUV,Ağ,3.5 L/272 a.g./Benzin,267 000 km,Avtomat,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,1,
5677,Sumqayıt,11 500 AZN,Mercedes,C 240,1999,Sedan,Göy,2.4 L/170 a.g./Benzin,306 021 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,,
5678,Sumqayıt,27 900 AZN,Mercedes,ML 350,2010,Offroader / SUV,Qara,3.5 L/272 a.g./Benzin,259 000 km,Avtomat,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,1,
5679,Sumqayıt,25 900 AZN,Nissan,Navara,2013,Pikap,Ağ,2.5 L/190 a.g./Dizel,267 710 km,Mexaniki,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5680,Sumqayıt,31 900 AZN,Mercedes,ML 350,2011,Offroader / SUV,Qara,3.5 L/272 a.g./Benzin,150 000 km,Avtomat,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,1,
5681,Sumqayıt,23 900 AZN,LADA (VAZ),Niva Travel,2021,Offroader / SUV,Ağ,1.7 L/80 a.g./Benzin,39 000 km,Mexaniki,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,1,
5682,Bakı,20 800 AZN,Kia,Cerato,2013,Sedan,Ağ,1.6 L/130 a.g./Benzin,189 685 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5683,Bakı,34 000 AZN,Nissan,Pathfinder,2013,Offroader / SUV,Ağ,3.5 L/260 a.g./Benzin,160 000 km,Avtomat,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
5684,Bakı,37 500 AZN,Hyundai,Santa Fe,2016,Offroader / SUV,Qəhvəyi,2.0 L/150 a.g./Dizel,55 501 km,Avtomat,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Koreya,,
5685,Sumqayıt,24 900 AZN,Chevrolet,Captiva,2014,Offroader / SUV,Qəhvəyi,2.4 L/167 a.g./Benzin,228 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",,1,
5686,Sumqayıt,14 200 AZN,Chevrolet,Cruze,2015,Sedan,Ağ,1.4 L/140 a.g./Benzin,129 021 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,,
5687,Sumqayıt,39 500 USD,Lexus,LX 570,2010,Offroader / SUV,Ağ,5.7 L/367 a.g./Benzin,113 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",,1,
5688,Bakı,34 000 AZN,Fiat,Doblo,2022,Minivan,Ağ,1.4 L/95 a.g./Benzin,0 km,Mexaniki,Ön,Bəli,5,"Vuruğu yoxdur, rənglənməyib",,,
5690,Bakı,40 300 USD,Toyota,Camry,2022,Sedan,Ağ,2.5 L/218 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,,"Vuruğu yoxdur, rənglənməyib",,,
5693,Bakı,150 000 USD,Land Rover,Range Rover,2021,Offroader / SUV,Qara,3.0 L/400 a.g./Benzin,14 000 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,1,
5698,Bakı,43 800 AZN,JAC,T8,2022,Pikap,Boz,2.0 L/139 a.g./Dizel,24 000 km,Mexaniki,Tam,Xeyr,5,"Vuruğu var, rənglənməyib",Rəsmi diler,1,
5699,Bakı,10 500 AZN,LADA (VAZ),2115,2011,Sedan,Qara,1.5 L/78 a.g./Benzin,203 000 km,Mexaniki,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rusiya,0,
5700,Bakı,25 400 AZN,Kia,Sportage,2011,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,179 500 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Koreya,1,
5701,Lerik,3 500 AZN,LADA (VAZ),Oka,2005,Hetçbek,Göy,0.8 L/35 a.g./Benzin,85 000 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,1,
5702,Bakı,36 900 AZN,Kia,Sorento,2015,Offroader / SUV,Gümüşü,2.0 L/150 a.g./Dizel,110 249 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Koreya,,
5703,Bakı,217 540 AZN,Toyota,Land Cruiser,2023,Offroader / SUV,Qara,3.5 L/415 a.g./Benzin,0 km,Avtomat,Tam,Bəli,7,"Vuruğu yoxdur, rənglənməyib",Avropa,,
5704,Ağsu,21 500 AZN,Ford,Fusion,2016,Sedan,Gümüşü,2.0 L/240 a.g./Benzin,165 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,1,
5705,Bakı,25 500 AZN,Hyundai,Santa Fe,2009,Offroader / SUV,Gümüşü,2.0 L/184 a.g./Dizel,134 358 km,Avtomat,Ön,Xeyr,6,"Vuruğu yoxdur, rənglənməyib",Koreya,,
5706,Bakı,25 800 AZN,Hyundai,Santa Fe,2010,Offroader / SUV,Gümüşü,2.0 L/184 a.g./Dizel,234 141 km,Avtomat,Ön,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Koreya,,
5707,Bakı,13 800 AZN,Hyundai,Elantra,2007,Sedan,Qara,1.6 L/122 a.g./Benzin,331 831 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Koreya,,
5708,Bakı,13 500 AZN,Chevrolet,Cruze,2011,Sedan,Göy,1.4 L/141 a.g./Benzin,260 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Amerika,,
5710,Sumqayıt,7 300 AZN,Volkswagen,Passat,2003,Sedan,Yaş Asfalt,1.8 L/150 a.g./Benzin,335 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,0,
5711,Sumqayıt,14 800 AZN,Mercedes,E 200,1999,Sedan,Gümüşü,2.0 L/136 a.g./Benzin,358 000 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
5712,Bakı,5 400 AZN,Mercedes,C 250,1993,Sedan,Qızılı,2.5 L/150 a.g./Dizel,345 000 km,Avtomat,Arxa,Xeyr,4,"Vuruğu yoxdur, rənglənib",Rəsmi diler,2,
5713,Sumqayıt,12 300 AZN,Mercedes,S 300,1998,Sedan,Gümüşü,3.0 L/177 a.g./Dizel,330 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
5714,Bakı,21 500 AZN,Toyota,Prius,2013,Liftbek,Göy,1.8 L/99 a.g./Hibrid,262 400 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,1,
5715,Bakı,32 800 AZN,Mercedes,E 250,2010,Sedan,Qara,2.0 L/211 a.g./Benzin,204 180 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Avropa,,
5716,Sumqayıt,41 500 USD,Maserati,GranTurismo S,2012,Kupe,Qara,4.7 L/460 a.g./Benzin,61 840 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
5717,Bakı,29 800 AZN,Hyundai,Santa Fe,2012,Offroader / SUV,Yaş Asfalt,2.4 L/175 a.g./Benzin,169 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
5718,Sumqayıt,19 800 AZN,BMW,X5,2004,Offroader / SUV,Yaş Asfalt,4.4 L/320 a.g./Benzin,444 000 km,Avtomat,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,0,
5719,Sumqayıt,22 400 AZN,Hyundai,Elantra,2012,Sedan,Ağ,1.8 L/150 a.g./Benzin,176 464 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,0,
5720,Sumqayıt,15 800 AZN,LADA (VAZ),Niva,2018,Offroader / SUV,Qara,1.7 L/80 a.g./Benzin,60 126 km,Mexaniki,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,0,
5721,Sumqayıt,8 700 AZN,LADA (VAZ),2115,2011,Sedan,Qara,1.6 L/80 a.g./Benzin,247 000 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
5722,Bakı,5 400 AZN,LADA (VAZ),2107,2004,Sedan,Ağ,1.6 L/75 a.g./Benzin,98 641 km,Mexaniki,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənib",Rusiya,3,
5724,Bakı,39 900 AZN,Chery,Tiggo 7 Pro,2022,Offroader / SUV,Gümüşü,1.5 L/147 a.g./Benzin,0 km,Avtomat,Ön,Bəli,5,"Vuruğu yoxdur, rənglənməyib",,,
5727,Bakı,75 000 AZN,Peugeot,5008,2022,Offroader / SUV,Göy,2.0 L/150 a.g./Dizel,0 km,Avtomat,Ön,Bəli,7,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5728,Bakı,38 000 USD,Changan,Uni-K,2023,Offroader / SUV,Mavi,1.5 L/282 a.g./Plug-in Hibrid,0 km,Avtomat,Ön,Bəli,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5730,Bakı,28 200 AZN,Hyundai,Santa Fe,2009,Offroader / SUV,Qara,2.0 L/184 a.g./Dizel,171 000 km,Avtomat,Ön,Xeyr,7,"Vuruğu var, rənglənib",Koreya,1,
5731,Bakı,11 000 AZN,Mercedes,C 200,2002,Universal,Boz,2.0 L/163 a.g./Benzin,388 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,0,
5736,Bakı,45 900 AZN,ZX Auto,Terralord,2022,Pikap,Qara,2.5 L/146 a.g./Dizel,0 km,Mexaniki,Tam,Bəli,,"Vuruğu yoxdur, rənglənməyib",Avropa,,
5737,Bakı,9 150 AZN,Ravon,R2,2016,Hetçbek,Göy,1.5 L/105 a.g./Benzin,195 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,,
5739,Bakı,35 500 USD,Kia,Sorento,2021,Offroader / SUV,Qara,2.5 L/180 a.g./Benzin,25 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
5740,Bakı,11 000 AZN,Kia,Rio,2006,Hetçbek,Mavi,1.4 L/97 a.g./Benzin,15 000 km,Mexaniki,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Koreya,2,
5741,Bakı,6 500 AZN,LADA (VAZ),2115,2006,Sedan,Gümüşü,1.5 L/78 a.g./Benzin,670 000 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
5742,Bakı,14 600 AZN,GAC,GS5,2015,Offroader / SUV,Yaş Asfalt,2.0 L/147 a.g./Benzin,196 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1,
5743,Bakı,16 900 AZN,Toyota,Camry,2007,Sedan,Tünd qırmızı,3.5 L/277 a.g./Benzin,159 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
5744,Bakı,92 900 USD,Land Rover,RR Velar,2022,Offroader / SUV,Gümüşü,2.0 L/250 a.g./Benzin,0 km,Avtomat,Tam,Bəli,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
5745,Bakı,15 700 AZN,LADA (VAZ),Priora,2018,Sedan,Qara,1.6 L/106 a.g./Benzin,128 800 km,Mexaniki,Ön,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",,,
5746,Bakı,24 500 USD,Land Rover,Discovery,2012,Offroader / SUV,Qara,5.0 L/375 a.g./Benzin,170 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1,
5747,Bakı,51 000 USD,Lexus,ES 300h,2022,Sedan,Yaş Asfalt,2.5 L/215 a.g./Hibrid,16 300 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
